"number","title","pageid","namespace","length","touched"
"366","Car","117985","","1062","20200507191510"
"367","Cartoon","118178","","516","20200625142421"
"368","Cent","118511","","1070","20200502053228"
"369","Chat","118805","","544","20191013012336"
"370","Chauffeur","118824","","988","20191010051909"
"371","Chef","118877","","868","20191113195638"
"372","Chiasmus","118960","","1757","20191124212021"
"373","Chip","119071","","1249","20190930034234"
"374","Clan","119521","","431","20200625142924"
"375","Clou","119703","","454","20191014105222"
"376","Clown","119715","","511","20191013012338"
"377","Club","119720","","606","20191106193432"
"378","Cluster","119734","","656","20191006020315"
"379","Code","119844","","912","20200629102701"
"380","Computer","120335","","986","20200708112254"
"381","Container","120722","","810","20191023074227"
"382","Countdown","121157","","526","20191005220903"
"383","Coup","121191","","520","20200331110957"
"384","Coupon","121206","","328","20191014105232"
"385","Cousin","121224","","481","20200613121819"
"386","Cowboy","121264","","301","20191014105235"
"387","Dachshund","122104","","879","20191014105241"
"388","Dad","122107","","1220","20200301144153"
"389","Dank","122231","","1934","20200709024221"
"390","Deal","122429","","520","20200111173057"
"391","Dealer","122430","","694","20200321194629"
"392","Despot","123167","","315","20200215113228"
"393","Deutscher","123243","","1447","20200203180823"
"394","Diabetes","123332","","368","20200417070134"
"395","Dialog","123366","","362","20191014105301"
"396","Diamant","123368","","1182","20200620020133"
"397","Diesel","123473","","676","20191006020323"
"398","Diktator","123549","","617","20191014105302"
"399","Dildo","123558","","672","20200217042833"
"400","Dill","123566","","1560","20200629140755"
"401","Dingo","123598","","500","20191028013245"
"402","Dino","123609","","1498","20191024051519"
"403","Diplomat","123631","","352","20200212023204"
"404","Dodo","124061","","309","20191014105315"
"405","Doge","124080","","230","20191014105315"
"406","Dollar","124122","","1441","20200126194043"
"407","Dom","124144","","1806","20200325170130"
"408","Don","124177","","5240","20200601161713"
"409","Donner","124205","","2254","20191230041916"
"410","Doppelgänger","124240","","745","20200705121518"
"411","Dreck","124472","","1050","20191014105323"
"412","Drive","124503","","649","20191127002804"
"413","Dugong","124655","","941","20191001013257"
"414","Dung","124702","","1008","20191005215039"
"415","Dynamo","124832","","750","20191005220907"
"416","Elan","125441","","365","20190930034335"
"417","Elefant","125507","","5170","20190930034336"
"418","Elf","125542","","1599","20200625143904"
"419","Elitist","125553","","97","20160912052820"
"420","Embryo","125642","","264","20191014105333"
"421","Emu","125715","","466","20191014105336"
"422","Engel","125830","","2066","20200410202011"
"423","Enkel","125891","","1506","20191203181832"
"424","Ersatz","126204","","577","20190923193938"
"425","Espresso","126298","","237","20191014105346"
"426","Esprit","126300","","305","20191014105346"
"427","Este","126347","","427","20191014095930"
"428","Ester","126349","","5177","20200516225739"
"429","Eunuch","126486","","236","20191014105351"
"430","Euro","126516","","2330","20200526065816"
"431","Evangelist","126579","","866","20191230042209"
"432","Export","126881","","348","20191014105358"
"433","Fall","127188","","3524","20200115233801"
"434","Falter","127225","","1385","20200121234031"
"435","Fan","127247","","1315","20191013012343"
"436","Fang","127263","","1847","20200108202444"
"437","Farm","127310","","734","20190918081049"
"438","Farmer","127313","","927","20200126194112"
"439","Faun","127394","","372","20191014105407"
"440","Februar","127459","","2208","20191014095933"
"441","Feldspat","127502","","411","20191014105411"
"442","Fick","127735","","668","20190930034404"
"443","Film","127864","","1314","20191001075135"
"444","Filter","127873","","472","20191014105424"
"445","Finger","127911","","2915","20200126194119"
"446","First","128021","","463","20191012110127"
"447","Flame","128154","","416","20191014105428"
"448","Flamingo","128157","","228","20191114174007"
"449","Fleck","128218","","2086","20190930034409"
"450","Flint","128272","","1179","20200126194126"
"451","Flipper","128284","","904","20191014105430"
"452","Flor","128316","","765","20191014105432"
"453","Fonds","128499","","491","20191014105435"
"454","Fotograf","128728","","627","20191014105438"
"455","Franc","128820","","1545","20191005215133"
"456","Frost","129083","","1428","20200629145652"
"457","Fund","129244","","699","20190930034425"
"458","Fundamentalist","129251","","484","20191014105448"
"459","Funk","129271","","1381","20200422120559"
"460","Fuss","129324","","131","20190930061346"
"461","Futon","129337","","219","20170525014627"
"462","Gaffer","129501","","672","20191029001201"
"463","Gang","129619","","1707","20191228144320"
"464","Gast","129708","","886","20200515151846"
"465","Gecko","129791","","1357","20191001104751"
"466","General","129854","","2263","20190930034442"
"467","Generator","129870","","295","20191023211801"
"468","Gladiator","130293","","327","20191014105513"
"469","Glauben","130316","","428","20191010051926"
"470","Golf","130570","","1711","20191001075141"
"471","Gorilla","130672","","2178","20191001104753"
"472","Gourmet","130710","","443","20191022142040"
"473","Grad","130746","","3264","20191208044205"
"474","Gram","130779","","1222","20200529104639"
"475","Grande","130807","","1022","20190929022101"
"476","Grant","130825","","1927","20200616033358"
"477","Graph","130838","","787","20191013012351"
"478","Grappa","130847","","354","20191014105520"
"479","Grund","131124","","3490","20200520133720"
"480","Guru","131280","","232","20191014105526"
"481","Hacker","131454","","439","20200508053106"
"482","Hag","131486","","1354","20200218013442"
"483","Hai","131502","","645","20200202193351"
"484","Hall","131581","","5417","20200616033406"
"485","Halm","131599","","542","20191001075143"
"486","Hals","131605","","1701","20191001104757"
"487","Halt","131606","","523","20191014105533"
"488","Hamburger","131621","","1686","20200513181711"
"489","Hammer","131627","","2334","20200408034424"
"490","Hamster","131641","","1364","20200531022634"
"491","Handball","131672","","442","20191014105535"
"492","Hang","131736","","1274","20200531070824"
"493","Hangar","131749","","316","20191014105536"
"494","Happen","131790","","690","20191014105537"
"495","Harem","131844","","249","20191014105540"
"496","Heck","132105","","2249","20200616033417"
"497","Hedonist","132131","","317","20191014105542"
"498","Held","132168","","1033","20190930034532"
"499","Helm","132214","","1430","20200629233925"
"500","Henry","132272","","5896","20200616033419"
"501","Herd","132314","","1496","20200108002957"
"502","Himmel","132597","","2867","20200525200533"
"503","Hippie","132625","","275","20191014105550"
"504","Hobbit","132738","","316","20191014105551"
"505","Holocaust","132830","","12386","20200612172421"
"506","Homo","132912","","2018","20191103191550"
"507","Horn","133069","","3369","20200601162422"
"508","Horror","133084","","411","20191014105558"
"509","Hub","133226","","286","20200120172103"
"510","Hummer","133294","","3650","20200616033429"
"511","Humor","133298","","396","20191014105603"
"512","Humus","133305","","299","20191219131448"
"513","Hund","133309","","7101","20200615164608"
"514","Hunger","133325","","1288","20200521074026"
"515","Hunt","133335","","914","20200616033431"
"516","Husten","133371","","908","20191004060154"
"517","Hut","133372","","5436","20191001013445"
"518","Hyperlink","133479","","347","20171112163413"
"519","Idiot","133784","","701","20200228222839"
"520","Imam","133942","","1143","20191014111603"
"521","Import","134077","","758","20200407165758"
"522","Incubus","134286","","197","20191014032258"
"523","Index","134315","","1324","20200218031442"
"524","Indigo","134343","","584","20191101113417"
"525","Investor","134990","","301","20191014111606"
"526","Ire","135074","","417","20200203182949"
"527","Jade","135391","","3469","20200309002711"
"528","Jaguar","135417","","876","20191025180654"
"529","Jak","135426","","937","20200416131704"
"530","Januar","135485","","1753","20191014105637"
"531","Jargon","135533","","1327","20191014105639"
"532","Jazz","135584","","1150","20191019163917"
"533","Job","135761","","7282","20200425121050"
"534","Joint","135809","","393","20191014105642"
"535","Journalist","135870","","572","20191014105644"
"536","Judas","135913","","9101","20200526210714"
"537","Judoka","135924","","229","20191014105646"
"538","Juli","135966","","1380","20191222190841"
"539","Juni","136003","","2129","20200229073510"
"540","Junker","136010","","437","20200309130557"
"541","Kai","136153","","4364","20200605143810"
"542","Kaiser","136158","","3131","20200616033436"
"543","Kakao","136162","","1006","20200131020740"
"544","Kat","136288","","1921","20200622071158"
"545","Kater","136307","","1710","20200226174617"
"546","Katzenjammer","136319","","1797","20191216221751"
"547","Kerf","136450","","548","20191028050339"
"548","Kern","136453","","2283","20200623153102"
"549","Khan","136516","","940","20200616033442"
"550","Kies","136579","","850","20190930034633"
"551","Kilometer","136621","","929","20191228190734"
"552","Kiosk","136679","","640","20191014105655"
"553","Kitsch","136723","","1372","20200211210223"
"554","Kiwi","136731","","716","20200321223154"
"555","Klub","136782","","406","20200128012408"
"556","Knacker","136798","","201","20170525014753"
"557","Knochen","136849","","660","20191003182031"
"558","Koala","136893","","236","20191014105657"
"559","Koffer","136910","","1470","20191226224755"
"560","Konjunktiv","136954","","1026","20191014105701"
"561","Koran","136987","","2354","20190928150139"
"562","Kot","137011","","2946","20200524001118"
"563","Lack","137396","","903","20200503075800"
"564","Laden","137420","","2073","20200426111149"
"565","Lahar","137456","","262","20200615155740"
"566","Lama","137489","","1075","20200515220242"
"567","Laser","137653","","1536","20200514160531"
"568","Laster","137675","","1370","20190930073636"
"569","Lech","137929","","790","20191005215328"
"570","Lehm","138000","","893","20200530054715"
"571","Lemming","138032","","548","20200603215508"
"572","Lemur","138040","","2064","20200610212114"
"573","Leopard","138068","","755","20191012110218"
"574","Leu","138134","","754","20190930034712"
"575","Level","138148","","395","20200625172126"
"576","Lift","138319","","955","20200617001419"
"577","Linguist","138449","","757","20191014105721"
"578","Link","138457","","779","20200427082753"
"579","Liter","138532","","663","20191014105724"
"580","Lord","138823","","16645","20200619193633"
"581","Lot","138853","","4626","20200628224722"
"582","Lunch","139018","","1242","20191014111643"
"583","Lurch","139048","","627","20191014105732"
"584","Lutz","139075","","359","20191231181611"
"585","Macho","139294","","246","20191014105735"
"586","Magister","139373","","415","20191014111650"
"587","Magnet","139390","","994","20191014105738"
"588","Mai","139428","","2155","20200705110242"
"589","Mais","139469","","1035","20200408115131"
"590","Maltese","139619","","6921","20200706105716"
"591","Manager","139665","","1037","20191014105743"
"592","Mandarin","139681","","7997","20200427082849"
"593","Manhattan","139717","","3979","20200324035913"
"594","Mann","139749","","6593","20200616033526"
"595","Marathon","139819","","2224","20200126194333"
"596","Marc","139825","","1595","20200310152714"
"597","Mark","139888","","13916","20200622182815"
"598","Mars","139923","","22165","20200625201117"
"599","Masseur","140030","","525","20191014105752"
"600","Mast","140040","","999","20191001061238"
"601","Master","140042","","2948","20200625171716"
"602","Mensch","140478","","3381","20200515212737"
"603","Meridian","140542","","1498","20200411092946"
"604","Met","140619","","1782","20200706100008"
"605","Metaller","140633","","291","20191014111709"
"606","Meteor","140652","","457","20191109160822"
"607","Meter","140654","","1272","20191123181327"
"608","Migrant","140864","","316","20191231195015"
"609","Millimeter","140929","","650","20191123041705"
"610","Minister","141006","","1748","20191123023943"
"611","Mink","141014","","331","20180725115306"
"612","Mist","141159","","1605","20191123015004"
"613","Mob","141249","","141","20170525014904"
"614","Modem","141276","","499","20191014105817"
"615","Moment","141378","","505","20190930034827"
"616","Monarch","141392","","440","20200328111513"
"617","Mond","141402","","4489","20200506004128"
"618","Monitor","141429","","627","20191006020408"
"619","Mop","141544","","152","20191003043534"
"620","Most","141663","","632","20200310112049"
"621","Motor","141693","","634","20191202053707"
"622","Mozzarella","141771","","285","20191014105824"
"623","Mulch","141852","","541","20191014105825"
"624","Mull","141862","","893","20200215140402"
"625","Mullah","141863","","233","20191014105826"
"626","Mumps","141915","","240","20200516162613"
"627","Mutant","142018","","3033","20190928150211"
"628","Mythos","142110","","921","20191106103804"
"629","Nagel","142323","","1989","20200128224233"
"630","Name","142360","","3621","20191001075159"
"631","Nanometer","142396","","829","20191014105836"
"632","Nasal","142444","","250","20191014111727"
"633","Nazi","142549","","13975","20200623185609"
"634","Neger","142638","","3644","20191121123845"
"635","Nerd","142748","","386","20191111164804"
"636","Newton","142884","","2816","20200629184218"
"637","Nickel","142932","","1191","20200706174210"
"638","Niet","142957","","552","20200706154012"
"639","Nihilist","142991","","498","20191014105847"
"640","Nil","143005","","1810","20200709052445"
"641","Nix","143120","","3943","20200630132358"
"642","Nord","143304","","1604","20200530043837"
"643","Novellist","143479","","194","20191231221658"
"644","Ohm","144200","","818","20191010051944"
"645","Oktober","144250","","1786","20191223033837"
"646","Omnibus","144359","","468","20190516185629"
"647","Opportunist","144651","","273","20191014105901"
"648","Optimist","144684","","438","20191014105903"
"649","Orbit","144739","","224","20170525014942"
"650","Oregano","144793","","505","20200517003431"
"651","Organist","144813","","568","20191014105906"
"652","Orient","144831","","3513","20200126194438"
