"number","title","pageid","namespace","length","touched"
"50","Senegal","2752","","7952","20200626055355"
"51","El_Salvador","2753","","7344","20200622061923"
"52","Togo","2757","","6435","20200626055443"
"53","Thailand","2758","","7274","20200327191448"
"54","Tonga","2759","","5398","20200527142613"
"55","Uganda","2764","","8226","20200510210720"
"56","Uruguay","2766","","7847","20200623015513"
"57","Venezuela","2767","","8822","20200623015553"
"58","Vietnam","2768","","12600","20200510211218"
"59","UFO","2927","","5377","20200430023953"
"60","Barbados","2953","","8203","20200608205938"
"61","Burkina_Faso","2954","","13007","20200702091521"
"62","Benin","2955","","8263","20200626054643"
"63","Brunei","2956","","6203","20200503062421"
"64","Vanuatu","2958","","5248","20200707235828"
"65","Tuvalu","2960","","4522","20200511155352"
"66","Turkmenistan","2962","","9503","20200510210526"
"67","Wales","3110","","9528","20200611113837"
"68","Suriname","3118","","6907","20200629165755"
"69","Somalia","3119","","6806","20200327222519"
"70","Sierra_Leone","3120","","5259","20200626055423"
"71","Sri_Lanka","3122","","10402","20200522145512"
"72","Palau","3131","","4308","20200409190609"
"73","Lesotho","3135","","6147","20200612122737"
"74","Costa_Rica","3182","","9118","20200622061858"
"75","Dominica","3184","","5665","20200623023142"
"76","Eritrea","3185","","7846","20200626090246"
"77","Guadeloupe","3188","","3200","20200601171433"
"78","Guinea-Bissau","3190","","4806","20200626055046"
"79","Myanmar","3194","","9064","20200308073128"
"80","Svalbard","3202","","3377","20200215004121"
"81","Samoa","3213","","6970","20200707091511"
"82","Bermuda","3215","","3941","20191029060617"
"83","Grenada","3233","","5154","20200623023234"
"84","Taiwan","3286","","13653","20200701124730"
"85","England","3499","","11297","20200706055636"
"86","Volapük","4085","","6801","20200628152202"
"87","Afrikaans","4665","","12645","20200403090251"
"88","NT","5113","","1589","20200623172714"
"89","MG","5227","","1294","20200614130408"
"90","Assam","6050","","4263","20200509083618"
"91","Ottawa","6245","","7374","20200707204127"
"92","IPA","7948","","4321","20200707214407"
"93","Russisch","8034","","1005","20191006010605"
"94","Rom","8348","","9171","20200616032309"
"95","Tibet","9291","","10460","20200709112811"
"96","Possessivpronomen","11700","","818","20191014085656"
"97","Hawaii","11911","","8966","20200218031529"
"98","Amsterdam","12381","","7932","20200608131556"
"99","Parlament","21672","","1354","20191205173850"
"100","Herz","24963","","3423","20200510171913"
"101","Buch","27590","","4493","20200418200616"
"102","Paris","28186","","16442","20200701140256"
"103","London","28210","","15847","20200419172323"
"104","Madrid","28215","","10875","20200409114730"
"105","Ankara","28216","","4985","20200513180659"
"106","Impressum","31375","","458","20200510102142"
"107","Vakuum","32433","","311","20200413002518"
"108","Nike","33413","","2313","20200507131902"
"109","Lexikon","33422","","1291","20200429010011"
"110","Budapest","33927","","4395","20200427063812"
"111","Aachen","34199","","3257","20200129210308"
"112","Abu_Dhabi","35197","","3305","20200306075019"
"113","Bangkok","35204","","5917","20200419133058"
"114","Barcelona","35205","","7727","20200628111543"
"115","Basel","35206","","2467","20200312071518"
"116","Berlin","35208","","15132","20200616092812"
"117","Edinburgh","35219","","6148","20200325032303"
"118","Florida","35221","","10069","20200511201137"
"119","Java","35321","","9056","20200404025705"
"120","Jerusalem","35322","","9860","20200526205723"
"121","Kabul","35324","","3087","20200427082550"
"122","Lhasa","35330","","3011","20200613153256"
"123","Manila","35352","","4544","20200621012913"
"124","New_York","35375","","9961","20200516174025"
"125","Seoul","35414","","6732","20200620215522"
"126","Stuttgart","35420","","1331","20200324040235"
"127","Hanoi","35430","","2414","20200327224005"
"128","Tokyo","35481","","7838","20200621222038"
"129","Zagreb","35510","","4398","20200419133601"
"130","Hannover","35669","","884","20191014031415"
"131","Schiebedach","35722","","545","20191014090537"
"132","Schaf","35741","","2868","20200314164145"
"133","Schicksal","35750","","512","20191014090541"
"134","Fenster","35878","","2151","20200627041628"
"135","Übersetzungswörterbuch","36196","","474","20191006011154"
"136","Mittag","36470","","1674","20191006011215"
"137","Limburg","36770","","3530","20200427082749"
"138","Klausenburg","36809","","184","20200513231120"
"139","Sarajevo","36821","","5380","20200710203024"
"140","Sofia","36852","","7433","20200418125706"
"141","Baden-Württemberg","37132","","1830","20200121102103"
"142","Brandenburg","37133","","5669","20200112041536"
"143","Bremen","37158","","3387","20200325031845"
"144","Saarland","37170","","2394","20200101024151"
"145","Holland","37193","","10094","20200602100040"
"146","Nilpferd","37257","","856","20200525161644"
"147","Flusspferd","37258","","625","20200525161730"
"148","Python","37286","","7603","20200124110453"
"149","Alexandria","37414","","7530","20200408172247"
"150","Reykjavik","37694","","4472","20200405011626"
"151","Skopje","37702","","3485","20200515141637"
"152","Vaduz","37704","","2051","20200421101845"
"153","Valletta","37730","","3300","20200327224009"
"154","Wörterbuch","37760","","6946","20200406111926"
"155","Friesland","37846","","2194","20200416102421"
"156","Heimweh","37876","","849","20191223173523"
"157","Fernweh","37877","","901","20200521140836"
"158","Fahrrad","37917","","1284","20200207091255"
"159","Mexiko","37932","","1471","20200218073347"
"160","Gewicht","38006","","1555","20191227204304"
"161","Ces","38377","","150","20190914074040"
"162","Jod","38468","","677","20191112172240"
"163","Xylophon","38482","","362","20190929215209"
"164","Yperit","38486","","294","20191014091344"
"165","Abendbrot","38689","","855","20191014091411"
"166","Auge","38695","","1340","20191007125314"
"167","Nebel","38869","","1755","20200127182100"
"168","Nordamerika","38880","","680","20200228154006"
"169","Polen","39808","","2793","20190929151419"
"170","Velo","40980","","403","20191014092943"
"171","Ruanda","41615","","3306","20200621155840"
"172","Eisen","41840","","3376","20200126111348"
"173","Åland","42140","","1861","20200115215624"
"174","GPS","42243","","1956","20191003063545"
"175","WC","42274","","3907","20200624221648"
"176","Öl","43040","","1013","20200521210058"
"177","Riesentier","43527","","285","20200113203136"
"178","Bern","43996","","4824","20200513233934"
"179","Glarus","44066","","942","20200513234106"
"180","Graubünden","44068","","680","20200210182435"
"181","Wallis","44085","","989","20200628032927"
"182","Zürich","44089","","1381","20200316051507"
"183","Vorhängeschloss","45846","","444","20200410150003"
"184","Wasser","46807","","6672","20200331113412"
"185","Reifen","47439","","901","20200621174943"
"186","Brezel","47445","","1083","20191014092726"
"187","Kambodscha","47623","","594","20200416045910"
"188","Devon","47654","","3734","20200601170900"
"189","Licht","48490","","3418","20200121220939"
"190","Häuschen","48573","","565","20191006012331"
"191","Schwanenjunges","48763","","338","20191014094302"
"192","Pfund","48950","","1252","20191219193750"
"193","Texas","49625","","6127","20200409115414"
"194","Verhältnis","49919","","2387","20200426233331"
"195","Eis","49977","","2571","20200518085656"
"196","Norwegisch","51629","","333","20191014093314"
"197","Kraut","53058","","3671","20200619165240"
"198","Wien","53437","","1637","20200617115416"
"199","Simbabwe","54183","","392","20190929224944"
"200","Schweinefleisch","54347","","566","20200626092406"
"201","Sony","54832","","3776","20200113015825"
"202","Kurdistan","55743","","3464","20200210211848"
"203","Schwert","56257","","2131","20200414012927"
"204","hapax_legomenon","56503","","6092","20190928132450"
"205","ä","57381","","3662","20200323063601"
"206","Europa","58979","","16456","20200603095616"
"207","Sprachgefühl","59020","","2358","20200101130320"
"208","Gefühl","59021","","1707","20200413055448"
"209","Estland","59210","","2857","20200208044420"
"210","Russland","63235","","3455","20200706083355"
"211","Rußland","63236","","622","20200619071236"
"212","Algonkin","63438","","422","20200506202515"
"213","Feuer","63807","","1181","20200619194542"
"214","Jiddisch","64512","","1385","20191014095200"
"215","Waldsterben","65002","","433","20200113125518"
"216","Nationalgericht","65309","","217","20170527233252"
"217","Ferkel","65326","","1349","20200307175249"
"218","Gerippe","65328","","400","20191216132609"
"219","Bayern","66424","","2537","20200321033214"
"220","Deutschland","66821","","2631","20200525185804"
"221","Slowenien","67355","","218","20191014095619"
"222","SUV","67433","","2065","20191130175059"
"223","Gibraltar","67682","","7313","20200616032937"
"224","Österreich","68231","","666","20200111171950"
"225","Frankreich","68232","","1016","20191016193849"
"226","Albanien","68234","","1127","20200602102348"
"227","Argentinien","68237","","282","20200308061052"
"228","Armenien","68238","","1147","20200408183730"
"229","Dänemark","68240","","811","20191103162354"
"230","Australien","68241","","916","20200421233951"
"231","Aserbaidschan","68242","","410","20200413020711"
"232","Bangladesch","68244","","265","20200529163107"
"233","Belgien","68245","","712","20200213184734"
"234","Wildschwein","68480","","517","20200404123455"
"235","Schwein","68483","","2378","20200309045137"
"236","Algerien","68926","","594","20200307222315"
"237","Weißrussland","68927","","1070","20200212012911"
"238","Ethan","68965","","1968","20200616192300"
"239","Alaska","69519","","10729","20200630121522"
"240","Arizona","69622","","5354","20200701095930"
"241","Irak","70994","","7735","20200509215056"
"242","Fahrenheit","71542","","1984","20200620190933"
"243","Arkansas","72726","","7044","20200528115147"
"244","Iowa","72735","","3662","20200626001912"
"245","Illinois","72737","","5029","20200318044105"
"246","Missouri","72755","","5921","20200513154030"
"247","Nevada","72761","","4050","20200331173416"
"248","Ohio","72765","","5622","20200218031820"
"249","Utah","72771","","3247","20200218032154"
"250","Wisconsin","72775","","4211","20200708023909"
"251","Wyoming","72777","","5620","20200218032250"
"252","Finnland","74948","","1508","20200315182459"
"253","Toyota","74973","","2243","20200317010318"
"254","Peugeot","74975","","2136","20200211062102"
"255","Tribunal","75444","","430","20190930020348"
"256","Mandel","75748","","883","20191006013927"
"257","Schießwesen","75958","","175","20170525005419"
"258","Glücksrad","78745","","469","20200114013347"
"259","Spanien","79970","","925","20200112233527"
"260","Katalonien","79973","","571","20191230144209"
"261","Brasilien","80008","","1340","20200623015032"
"262","Bulgarien","80009","","585","20200224182714"
"263","Kamerun","80011","","3145","20200612180359"
"264","Kroatien","80014","","887","20191024061944"
"265","Popsicle","81563","","644","20200630195236"
"266","Beirut","84850","","3026","20200616200639"
"267","Mädchen","85224","","2704","20200613145321"
"268","Owen","85226","","2017","20200616033048"
"269","Wurm","87557","","1671","20200516160407"
"270","Blatt","87873","","6468","20200628152531"
"271","Seil","87884","","818","20200504134825"
"272","Fleisch","87885","","1116","20191221204258"
"273","Ohr","87890","","2515","20200620161055"
"274","Istanbul","88602","","9072","20200708211348"
"275","Buenos_Aires","88645","","4833","20200302024546"
"276","Zimmer","89746","","3150","20200705190841"
"277","Elysium","89831","","2221","20200526210509"
"278","Wikiwörterbuch","90119","","532","20191006015106"
"279","Afrika","90183","","6382","20200621163712"
"280","Zubehör","91746","","306","20191014103014"
"281","Verhalten","93143","","1546","20191028190132"
"282","Infrarot","93415","","295","20191101163324"
"283","Gänseliesel","95097","","1218","20190318025428"
"284","Rauschen","97661","","418","20200407173727"
"285","Verbrechen","97948","","1435","20200614154159"
"286","Lemongras","98058","","173","20200526210619"
"287","Saxophon","98105","","438","20191014103811"
"288","Diplom","100601","","544","20190930025431"
"289","Abessinien","101318","","623","20191014104147"
"290","Nordkorea","101364","","911","20200111172724"
"291","Mosambik","101663","","1379","20200327225215"
"292","Köln","102800","","3691","20200530154746"
"293","Fahrzeug","102894","","982","20191212133012"
"294","Butan","103812","","772","20200708165430"
"295","Scientology","104230","","5873","20191012135729"
"296","Peking","104272","","4741","20200531014517"
"297","Schuhband","104505","","336","20200216154530"
"298","Montenegro","104709","","10405","20200616033139"
"299","Sekretariat","104893","","735","20191001105044"
"300","Dilemma","106904","","321","20191014104925"
"301","a","106923","","101746","20200703174745"
"302","Gold","106928","","4137","20200616033146"
"303","Mineral","106936","","1062","20200507191459"
"304","Wiki","106937","","717","20200623052016"
"305","Aasen","107198","","208","20191004060150"
"306","Abdomen","107461","","377","20191014104931"
"307","Abendessen","107508","","621","20191014104932"
"308","Aber","107509","","680","20191005220901"
"309","Abo","107703","","1093","20200106161151"
"310","Acetylen","108776","","321","20191014104940"
"311","Actinium","109064","","471","20191020202400"
"312","Adjektiv","109398","","1027","20191014104946"
"313","Adverb","109619","","2038","20191014104950"
"314","Aerobic","109710","","247","20191014104951"
"315","Affix","109834","","2862","20191014104952"
"316","Aktiv","110363","","468","20191014105000"
"317","Album","110446","","359","20191014105003"
"318","Ale","110496","","945","20190930030507"
"319","Alibi","110554","","308","20191014105007"
"320","All","110598","","426","20190930034041"
"321","Alpha","110793","","1070","20200126193818"
"322","Alphabet","110797","","1483","20191107213051"
"323","Alt","110818","","889","20200509090325"
"324","Alter","110824","","3157","20200219125942"
"325","Aluminium","110863","","1316","20191014105012"
"326","Americium","111032","","534","20191020202401"
"327","Ampere","111123","","590","20191006020255"
"328","Anion","111423","","207","20170525014338"
"329","Antonym","111678","","592","20191014105028"
"330","Apartment","111747","","270","20191014105031"
"331","Aquarium","112079","","270","20191014105035"
"332","Ar","112096","","773","20191014111401"
"333","Arbeiten","112134","","354","20191004060151"
"334","Argon","112265","","463","20191020202402"
"335","Argument","112276","","690","20191014105040"
"336","Aroma","112358","","350","20191014105042"
"337","Arrangement","112374","","382","20191014105043"
"338","As","112496","","1790","20190930034101"
"339","Aspirin","112598","","1034","20191014105045"
"340","Ass","112601","","622","20200428185727"
"341","Asthma","112701","","362","20191014105048"
"342","Atelier","112803","","459","20191014105050"
"343","Atoll","112847","","235","20191014105052"
"344","Atom","112848","","695","20190930034106"
"345","Atrium","112869","","385","20191014105053"
"346","Auditorium","112961","","524","20191001061230"
"347","Aus","113013","","969","20200312045530"
"348","Auto","113062","","1541","20200331012647"
"349","Axiom","113366","","310","20191014105102"
"350","B","113500","","14659","20200703120519"
"351","Baby","113612","","1256","20200626192310"
"352","Bach","113645","","4498","20200626004230"
"353","Backgammon","113697","","279","20191014105105"
"354","Bad","113744","","3852","20200206071521"
"355","Baden","113758","","2839","20200224223311"
"356","Baiser","113865","","415","20200630205253"
"357","Band","114093","","3103","20200616203236"
"358","Banjo","114140","","1738","20191102043321"
"359","Banner","114159","","504","20200616033211"
"360","Bar","114204","","1560","20200312071515"
"361","Barium","114273","","946","20200302214353"
"362","Barometer","114297","","530","20191109155550"
"363","Beet","114724","","1178","20200205042107"
"364","Benzol","115036","","219","20191014105122"
"365","Berg","115084","","3120","20200616033219"
"366","Bergen","115090","","4055","20200516214805"
"367","Berkelium","115099","","485","20191020202405"
"368","Beryllium","115124","","1412","20191020202407"
"369","Beta","115190","","1966","20200422002340"
"370","Bier","115386","","4398","20200504121800"
"371","Bild","115467","","2906","20200708141046"
"372","Billet","115489","","219","20191014032238"
"373","Bistro","115623","","352","20190930034144"
"374","Bit","115624","","524","20200605183653"
"375","Blau","115756","","1255","20200628122240"
"376","Blut","115959","","1329","20200114060627"
"377","Bock","116019","","2723","20200126193916"
"378","Bohrium","116069","","355","20191014105134"
"379","Bonbon","116144","","1594","20200402003524"
"380","Boot","116218","","3309","20200405041659"
"381","Bor","116234","","2128","20200405041701"
"382","Bord","116240","","1533","20190928150030"
"383","Boson","116298","","247","20191014105140"
"384","Bouquet","116363","","298","20171112135637"
"385","Brand","116496","","1715","20200626222358"
"386","Braun","116538","","2107","20200630205137"
"387","Brett","116625","","2075","20200616033232"
"388","Bridge","116661","","428","20200111172957"
"389","Budget","116939","","445","20191014105147"
"390","Buffet","116957","","413","20191014105149"
"391","Bund","117060","","2374","20200610173339"
"392","Byte","117312","","396","20191014105152"
"393","Böse","117383","","374","20200505201816"
"394","Cadmium","117578","","485","20191112171457"
"395","Café","117603","","1033","20190930034214"
"396","Calcium","117656","","408","20191010051908"
"397","Californium","117682","","500","20191020202412"
"398","Cannabis","117849","","1040","20191014105159"
"399","Cartoon","118178","","516","20200625142421"
"400","Cello","118472","","405","20191014105204"
"401","Cembalo","118490","","242","20191014105205"
"402","Chaos","118732","","2676","20191014105207"
"403","Charisma","118767","","248","20191014105209"
"404","Chassis","118803","","365","20191014105210"
"405","Chi","118951","","1558","20200616033251"
"406","Chili","119008","","2263","20200623015109"
"407","Chinchilla","119053","","1147","20200611141901"
"408","Chlorophyll","119112","","341","20191014105216"
"409","Cocktail","119828","","288","20191014105224"
"410","Cola","119938","","1478","20191124212024"
"411","Collier","119988","","664","20200314211721"
"412","Corps","121021","","703","20191224011136"
"413","Coulomb","121142","","244","20191014105230"
"414","Cricket","121465","","478","20200117182815"
"415","Croissant","121523","","572","20200109155451"
"416","Curium","121812","","464","20191020202413"
"417","Dame","122181","","2385","20191231124227"
"418","Darmstadtium","122278","","406","20191014105243"
"419","Dasein","122296","","1927","20200618162556"
"420","Datum","122344","","946","20191015092243"
"421","Deck","122559","","856","20191014105247"
"422","Delta","122824","","1879","20200507191513"
"423","Deo","122950","","571","20200403194153"
"424","Design","123094","","428","20191222174705"
"425","Dessert","123170","","649","20200307164645"
"426","Detail","123192","","662","20200516164633"
"427","Deuterium","123237","","323","20191014105258"
"428","Deutsch","123241","","5187","20200611161954"
"429","Dia","123330","","2825","20200618212707"
"430","Digamma","123514","","237","20170513045117"
"431","Dock","124036","","701","20191005215033"
"432","Dodekaeder","124057","","416","20200702121353"
"433","Dogma","124096","","253","20200626140519"
"434","Dossier","124284","","597","20191014105320"
"435","Dragée","124420","","161","20191014032249"
"436","Drama","124429","","492","20200424050136"
"437","Dubnium","124602","","361","20191014105325"
"438","Duo","124721","","354","20200111173123"
"439","Dynamo","124832","","750","20191005220907"
"440","Dysprosium","124859","","483","20191020202415"
"441","Déjà-vu","124894","","365","20190930034327"
"442","Echo","125137","","5716","20200708184126"
"443","Ecstasy","125171","","518","20200625143741"
"444","Ego","125325","","346","20191005215049"
"445","Ei","125356","","2036","20200509040431"
"446","Einsteinium","125397","","484","20191020202416"
"447","Element","125516","","1384","20200518160415"
"448","Email","125604","","2413","20191208051752"
"449","Enantiomer","125740","","135","20171015085250"
"450","Engagement","125827","","518","20191014105337"
"451","Englisch","125852","","1908","20191229060942"
"452","Epsilon","126080","","335","20191014105342"
"453","Equilibrium","126102","","370","20191014105343"
"454","Erbium","126139","","456","20191020202418"
"455","Es","126222","","1117","20200110130341"
"456","Esse","126317","","1263","20200503104120"
"457","Essen","126318","","2216","20200409234038"
"458","Ethanol","126405","","350","20191014105350"
"459","Ether","126407","","1558","20200525233448"
"460","Europium","126538","","491","20191020202419"
"461","Excel","126690","","1545","20200407151556"
"462","Experiment","126840","","373","20191014105355"
"463","Exposé","126890","","270","20191014032252"
"464","Fasten","127348","","428","20191014105406"
"465","Fell","127544","","660","20200216213759"
"466","Fermion","127631","","261","20191014105415"
"467","Fermium","127632","","476","20191020202420"
"468","Fest","127668","","1508","20190930034402"
"469","Festival","127670","","307","20191014105419"
"470","Feuilleton","127696","","404","20191014105422"
"471","Filet","127835","","1199","20200616152417"
"472","Filter","127873","","472","20191014105424"
"473","Finale","127887","","1068","20190930034406"
"474","Fleet","128228","","1945","20200319055540"
"475","Fluid","128357","","368","20191014105433"
"476","Format","128638","","1003","20200510163641"
"477","Fort","128672","","578","20190930034413"
"478","Forum","128710","","416","20191006020330"
"479","Fossil","128720","","589","20200419112744"
"480","Foul","128738","","612","20200625162928"
"481","Foyer","128792","","436","20191014105440"
"482","Fragment","128808","","306","20200423182803"
"483","Francium","128830","","420","20191020202422"
"484","Französisch","128852","","805","20191226175235"
"485","Fucking","129150","","1018","20200426153821"
"486","Futur","129339","","323","20191014105450"
"487","Gadolinium","129484","","486","20191020202423"
"488","Gallium","129564","","689","20200331193220"
"489","Gamma","129607","","297","20191014105458"
"490","Gas","129690","","1153","20200126194139"
"491","Gel","129818","","590","20190930034440"
"492","Geld","129822","","3011","20200419202022"
"493","Genie","129888","","1408","20200327221316"
"494","Genre","129916","","337","20200625144031"
"495","Gent","129918","","809","20200308161716"
"496","Germanium","129994","","485","20191020202426"
"497","Ghetto","130085","","414","20191014032255"
"498","Gift","130129","","2573","20200618001510"
"499","Glas","130305","","5103","20200709061937"
"500","Glockenspiel","130360","","616","20200612045203"
"501","Gluon","130399","","239","20191014105516"
"502","Gluten","130410","","973","20191014085803"
"503","Gnu","130446","","323","20190930034452"
"504","Golf","130570","","1711","20191001075141"
"505","Grab","130730","","2222","20200513182259"
"506","Graph","130838","","787","20191013012351"
"507","Gras","130850","","1626","20200216203033"
"508","Graviton","130885","","229","20191014105521"
"509","Grün","131145","","469","20191014105524"
"510","Gut","131291","","1444","20200524213434"
"511","Gymnasium","131316","","1025","20191005215202"
"512","Gör","131368","","720","20191010051927"
"513","H","131379","","13012","20200703122812"
"514","Haar","131419","","2031","20190930034512"
"515","Hack","131450","","760","20200510125327"
"516","Hadron","131471","","261","20191014105529"
"517","Hafnium","131483","","460","20191020202427"
"518","Halma","131600","","753","20200126194207"
"519","Halogen","131603","","279","20191014105532"
"520","Handy","131733","","3333","20200213230013"
"521","Hanzi","131777","","529","20200620210402"
"522","Harakiri","131815","","269","20191014105538"
"523","Hassium","131901","","355","20191014105541"
"524","Heck","132105","","2249","20200616033417"
"525","Heft","132140","","2197","20191014105543"
"526","Helium","132199","","2122","20191020202428"
"527","Henna","132268","","1228","20200120185754"
"528","Heroin","132349","","669","20190929121708"
"529","Hertz","132370","","1059","20200706022807"
"530","Hobby","132740","","724","20200311114150"
"531","Hockey","132748","","731","20191127163919"
"532","Holmium","132828","","464","20191020202430"
"533","Homonym","132938","","501","20191014105555"
"534","Horn","133069","","3369","20200601162422"
"535","Hotel","133142","","1152","20200423213133"
"536","Husten","133371","","908","20191004060154"
"537","Hyponym","133519","","573","20191014111600"
"538","Ich","133722","","729","20190920081235"
"539","Ideal","133752","","617","20200310235119"
"540","Idiom","133776","","442","20191014105611"
"541","Idol","133793","","245","20191014105613"
"542","Ikosaeder","133861","","399","20200116074543"
"543","Image","133929","","827","20200608082335"
"544","Imperium","134046","","371","20191014105617"
"545","Indigo","134343","","584","20191101113417"
"546","Indium","134350","","506","20191020202431"
"547","Infix","134454","","155","20170525014724"
"548","Insekt","134613","","1124","20200207094812"
"549","Instrument","134680","","945","20200115112259"
"550","Integral","134724","","571","20190930034547"
"551","Intervall","134867","","413","20200227171308"
"552","Interview","134874","","902","20200110215213"
"553","Ion","135026","","3364","20200428024527"
"554","Iridium","135081","","465","20191020202432"
"555","Island","135174","","5963","20200601171746"
"556","Italien","135275","","2386","20200603153420"
"557","Jak","135426","","937","20200416131704"
"558","Jota","135860","","368","20191014111614"
"559","Joule","135863","","266","20191014105643"
"560","Journal","135868","","297","20200514234203"
"561","Judo","135923","","378","20200623133435"
"562","Jul","135962","","582","20191224091315"
"563","Junges","135997","","1462","20191216212223"
"564","Kali","136179","","6752","20200510215732"
"565","Kalium","136185","","927","20191014105648"
"566","Kappa","136255","","1089","20200402192243"
"567","Karaoke","136266","","946","20191014111619"
"568","Karat","136268","","349","20200130184810"
"569","Karate","136269","","423","20190930034628"
"570","Kat","136288","","1921","20200622071158"
"571","Kelvin","136427","","1856","20200619145558"
"572","Keyboard","136502","","717","20191014105651"
"573","Kilo","136612","","470","20191014105652"
"574","Kind","136635","","7412","20200619172409"
"575","Kondom","136946","","425","20190930034642"
"576","Krypton","137106","","910","20200304152656"
"577","Kuba","137121","","4886","20200623023113"
"578","Känguru","137259","","556","20191014105705"
"579","Lab","137354","","873","20200507191529"
"580","Labor","137372","","3164","20200617201451"
"581","Labyrinth","137381","","691","20191231152921"
"582","Lager","137444","","2688","20200418124423"
"583","Lama","137489","","1075","20200515220242"
"584","Land","137525","","4875","20200527081916"
"585","Lang","137554","","1525","20200616033452"
"586","Lasso","137662","","192","20200705172100"
"587","Laster","137675","","1370","20190930073636"
"588","Laudanum","137734","","436","20200401054010"
"589","Lawrencium","137839","","537","20191020202441"
"590","Lepton","138078","","279","20200122182256"
"591","Level","138148","","395","20200625172126"
"592","Lid","138266","","1415","20200519092704"
"593","Lied","138279","","2400","20200227121335"
"594","Limo","138410","","521","20200304072309"
"595","Liter","138532","","663","20191014105724"
"596","Lithium","138540","","1639","20200126194316"
"597","Lob","138644","","936","20200407150213"
"598","Loch","138674","","2573","20200424002400"
"599","Los","138840","","1015","20200703152335"
"600","Lost","138850","","372","20180417154602"
"601","Lot","138853","","4626","20200628224722"
"602","Lunch","139018","","1242","20191014111643"
"603","Lutetium","139070","","478","20191020202444"
"604","Madeira","139322","","3356","20200608082655"
"605","Magenta","139358","","951","20200223010216"
"606","Magma","139377","","281","20200212191926"
"607","Magnesium","139388","","533","20191014105737"
"608","Mal","139535","","1255","20200628014534"
"609","Management","139664","","421","20191006020400"
"610","Mandarin","139681","","7997","20200427082849"
"611","Mandat","139683","","419","20190930034748"
"612","Manhattan","139717","","3979","20200324035913"
"613","Manifest","139728","","311","20190930034749"
"614","Mannequin","139752","","366","20191014105749"
"615","Mantra","139778","","168","20170525014839"
"616","Manual","139781","","722","20190930034753"
"617","Mark","139888","","13916","20200622182815"
"618","Marketing","139893","","293","20170525014843"
"619","Material","140085","","1279","20191126021808"
"620","Matt","140126","","1188","20200616033538"
"621","Maul","140146","","1625","20200403132316"
"622","Maximum","140172","","387","20191014105756"
"623","Medium","140323","","635","20191014105759"
"624","Meer","140336","","1652","20191210085532"
"625","Mehr","140375","","1045","20200618140357"
"626","Meitnerium","140385","","378","20191014105800"
"627","Melodrama","140423","","324","20200401065436"
"628","Mem","140433","","239","20191014105801"
"629","Memorandum","140445","","353","20191231192503"
"630","Mendelevium","140462","","505","20191020202445"
"631","Mett","140705","","2054","20200705203713"
"632","Mikroskop","140879","","502","20191014105808"
"633","Milieu","140892","","452","20191021014945"
"634","Millennium","140917","","597","20190929121710"
"635","Millimeter","140929","","650","20191123041705"
"636","Minimum","141000","","286","20191014105812"
"637","Minus","141037","","536","20191006020405"
"638","Mobile","141253","","897","20200203170750"
"639","Model","141273","","413","20200625172402"
"640","Modem","141276","","499","20191014105817"
"641","Moment","141378","","505","20190930034827"
"642","Monster","141488","","754","20200531084521"
"643","Moor","141537","","5493","20200706044647"
"644","Moratorium","141557","","345","20191231203725"
"645","Motel","141671","","236","20191014111722"
